wb1,wb2,wb3,wb4,wb5,pb,prize,daysin,daycos,year
32.00,37.00,44.00,49.00,50.00,13.00,62500000.00,-0.11,-0.99,14.97
26.00,39.00,41.00,52.00,53.00,20.00,50700000.00,-0.06,-1.00,14.98
2.00,31.00,35.00,40.00,42.00,34.00,40500000.00,0.01,-1.00,14.99
2.00,8.00,16.00,45.00,51.00,32.00,29200000.00,0.06,-1.00,15.00
8.00,11.00,30.00,39.00,47.00,23.00,20000000.00,0.13,-0.99,15.01
11.00,19.00,22.00,43.00,45.00,34.00,15000000.00,0.18,-0.98,15.02
10.00,20.00,22.00,39.00,48.00,25.00,101800000.00,0.25,-0.97,15.03
4.00,14.00,15.00,40.00,48.00,12.00,85500000.00,0.30,-0.95,15.04
16.00,24.00,26.00,36.00,54.00,11.00,73000000.00,0.36,-0.93,15.05
4.00,10.00,20.00,26.00,40.00,8.00,61300000.00,0.41,-0.91,15.05
5.00,6.00,18.00,20.00,50.00,35.00,49700000.00,0.47,-0.88,15.07
10.00,20.00,22.00,43.00,49.00,3.00,37700000.00,0.52,-0.86,15.07
6.00,23.00,27.00,41.00,47.00,19.00,27700000.00,0.57,-0.82,15.08
2.00,3.00,12.00,47.00,51.00,10.00,20000000.00,0.62,-0.79,15.09
2.00,9.00,23.00,44.00,45.00,38.00,15000000.00,0.67,-0.74,15.10
15.00,17.00,24.00,26.00,35.00,38.00,116800000.00,0.71,-0.71,15.11
19.00,28.00,30.00,47.00,54.00,13.00,100900000.00,0.75,-0.66,15.12
3.00,4.00,11.00,37.00,44.00,24.00,85200000.00,0.79,-0.62,15.13
12.00,23.00,25.00,32.00,38.00,27.00,73200000.00,0.83,-0.56,15.14
4.00,6.00,19.00,38.00,42.00,37.00,61400000.00,0.85,-0.52,15.15
19.00,30.00,35.00,40.00,41.00,14.00,50400000.00,0.89,-0.46,15.16
12.00,24.00,26.00,48.00,55.00,14.00,38700000.00,0.91,-0.41,15.17
4.00,5.00,6.00,18.00,27.00,24.00,29100000.00,0.94,-0.35,15.18
5.00,28.00,32.00,34.00,53.00,10.00,20000000.00,0.95,-0.30,15.19
13.00,18.00,23.00,28.00,46.00,33.00,15000000.00,0.97,-0.23,15.20
16.00,26.00,34.00,35.00,41.00,24.00,224200000.00,0.98,-0.18,15.21
4.00,23.00,35.00,43.00,44.00,35.00,198000000.00,0.99,-0.12,15.22
3.00,9.00,24.00,29.00,39.00,42.00,173900000.00,1.00,-0.06,15.23
1.00,10.00,23.00,50.00,55.00,29.00,154700000.00,1.00,0.00,15.24
2.00,14.00,24.00,28.00,54.00,13.00,132900000.00,1.00,0.06,15.25
20.00,34.00,37.00,39.00,45.00,32.00,117600000.00,0.99,0.12,15.26
18.00,22.00,23.00,38.00,45.00,31.00,101300000.00,0.98,0.18,15.27
1.00,25.00,34.00,36.00,42.00,19.00,87700000.00,0.97,0.24,15.28
7.00,12.00,36.00,48.00,54.00,37.00,75000000.00,0.96,0.29,15.28
16.00,35.00,37.00,52.00,54.00,33.00,63500000.00,0.93,0.36,15.30
1.00,5.00,7.00,21.00,43.00,20.00,50700000.00,0.91,0.41,15.30
13.00,22.00,27.00,52.00,55.00,26.00,40400000.00,0.88,0.47,15.32
10.00,25.00,35.00,38.00,41.00,23.00,29200000.00,0.86,0.51,15.32
3.00,37.00,46.00,48.00,51.00,22.00,20000000.00,0.82,0.57,15.33
9.00,23.00,47.00,53.00,55.00,39.00,15000000.00,0.79,0.61,15.34
15.00,17.00,43.00,44.00,48.00,29.00,365000000.00,0.75,0.66,15.35
3.00,13.00,35.00,39.00,40.00,37.00,308800000.00,0.71,0.70,15.36
7.00,38.00,40.00,51.00,52.00,14.00,251500000.00,0.66,0.75,15.37
14.00,25.00,32.00,48.00,54.00,10.00,213000000.00,0.62,0.78,15.38
4.00,12.00,13.00,30.00,38.00,30.00,183100000.00,0.57,0.82,15.39
11.00,13.00,30.00,35.00,55.00,37.00,157400000.00,0.52,0.85,15.40
14.00,15.00,26.00,28.00,36.00,36.00,137600000.00,0.46,0.89,15.41
10.00,37.00,43.00,50.00,52.00,14.00,117600000.00,0.42,0.91,15.42
3.00,18.00,39.00,43.00,54.00,41.00,103000000.00,0.35,0.94,15.43
15.00,29.00,38.00,52.00,53.00,7.00,87800000.00,0.30,0.95,15.44
6.00,14.00,40.00,46.00,49.00,17.00,77000000.00,0.24,0.97,15.45
3.00,6.00,14.00,17.00,18.00,14.00,65400000.00,0.19,0.98,15.46
2.00,16.00,21.00,32.00,43.00,6.00,56400000.00,0.12,0.99,15.47
10.00,23.00,42.00,48.00,54.00,3.00,47600000.00,0.07,1.00,15.48
8.00,12.00,17.00,35.00,49.00,18.00,43800000.00,-0.03,1.00,15.49
8.00,32.00,41.00,54.00,55.00,20.00,33300000.00,-0.09,1.00,15.50
5.00,10.00,11.00,34.00,38.00,21.00,25100000.00,-0.15,0.99,15.51
15.00,18.00,22.00,23.00,42.00,37.00,20000000.00,-0.21,0.98,15.52
22.00,37.00,47.00,48.00,50.00,17.00,15000000.00,-0.27,0.96,15.53
7.00,14.00,33.00,40.00,55.00,15.00,33600000.00,-0.32,0.95,15.53
4.00,8.00,25.00,29.00,31.00,41.00,25400000.00,-0.39,0.92,15.55
1.00,8.00,15.00,21.00,55.00,41.00,20000000.00,-0.43,0.90,15.55
7.00,32.00,39.00,41.00,55.00,13.00,15000000.00,-0.49,0.87,15.56
8.00,23.00,32.00,37.00,39.00,38.00,151900000.00,-0.54,0.84,15.57
1.00,7.00,13.00,23.00,35.00,19.00,135300000.00,-0.59,0.80,15.58
3.00,11.00,13.00,20.00,40.00,20.00,121000000.00,-0.64,0.77,15.59
17.00,27.00,49.00,52.00,53.00,23.00,106700000.00,-0.69,0.73,15.60
16.00,18.00,20.00,30.00,48.00,6.00,95900000.00,-0.72,0.69,15.61
6.00,22.00,24.00,26.00,30.00,12.00,84100000.00,-0.77,0.64,15.62
22.00,29.00,35.00,46.00,52.00,2.00,71200000.00,-0.80,0.60,15.63
1.00,31.00,38.00,40.00,53.00,42.00,61200000.00,-0.84,0.54,15.64
6.00,16.00,18.00,29.00,37.00,24.00,51300000.00,-0.87,0.50,15.65
13.00,25.00,30.00,40.00,43.00,12.00,42400000.00,-0.90,0.44,15.66
10.00,11.00,18.00,49.00,52.00,2.00,33800000.00,-0.92,0.39,15.67
10.00,11.00,37.00,40.00,54.00,10.00,25500000.00,-0.95,0.33,15.68
14.00,15.00,19.00,42.00,46.00,37.00,20000000.00,-0.96,0.28,15.69
21.00,30.00,34.00,36.00,49.00,42.00,15000000.00,-0.98,0.21,15.70
12.00,16.00,31.00,33.00,54.00,5.00,20000000.00,-0.99,0.16,15.71
8.00,30.00,32.00,33.00,51.00,2.00,15000000.00,-1.00,0.09,15.72
2.00,4.00,14.00,15.00,28.00,23.00,15000000.00,-1.00,0.04,15.73
31.00,33.00,38.00,49.00,55.00,39.00,15000000.00,-1.00,-0.03,15.74
25.00,27.00,31.00,44.00,54.00,8.00,61500000.00,-1.00,-0.08,15.75
4.00,9.00,18.00,43.00,55.00,3.00,50600000.00,-0.99,-0.15,15.76
20.00,25.00,26.00,45.00,46.00,15.00,38100000.00,-0.98,-0.20,15.76
13.00,16.00,27.00,48.00,51.00,21.00,28600000.00,-0.96,-0.27,15.78
5.00,24.00,26.00,33.00,47.00,1.00,20000000.00,-0.95,-0.32,15.78
7.00,12.00,28.00,30.00,48.00,40.00,15000000.00,-0.92,-0.38,15.79
11.00,20.00,21.00,30.00,48.00,18.00,29100000.00,-0.90,-0.43,15.80
12.00,19.00,23.00,37.00,39.00,13.00,20000000.00,-0.87,-0.49,15.81
13.00,16.00,33.00,44.00,47.00,29.00,15000000.00,-0.85,-0.53,15.82
2.00,8.00,23.00,29.00,35.00,19.00,314300000.00,-0.81,-0.59,15.83
12.00,37.00,40.00,48.00,50.00,37.00,252100000.00,-0.77,-0.63,15.84
12.00,15.00,28.00,31.00,50.00,12.00,214000000.00,-0.73,-0.68,15.85
19.00,22.00,24.00,38.00,51.00,9.00,183700000.00,-0.69,-0.72,15.86
1.00,10.00,11.00,37.00,40.00,20.00,160200000.00,-0.64,-0.77,15.87
9.00,16.00,21.00,30.00,52.00,9.00,140600000.00,-0.60,-0.80,15.88
2.00,23.00,24.00,27.00,36.00,3.00,123400000.00,-0.55,-0.84,15.89
9.00,16.00,23.00,51.00,52.00,12.00,107200000.00,-0.50,-0.87,15.90
15.00,19.00,24.00,27.00,47.00,11.00,93100000.00,-0.44,-0.90,15.91
28.00,35.00,40.00,47.00,53.00,30.00,81600000.00,-0.39,-0.92,15.92
14.00,30.00,39.00,43.00,46.00,14.00,70600000.00,-0.33,-0.94,15.93
3.00,9.00,14.00,40.00,42.00,3.00,59900000.00,-0.28,-0.96,15.94
1.00,21.00,30.00,34.00,36.00,37.00,50100000.00,-0.21,-0.98,15.95
8.00,20.00,29.00,42.00,43.00,35.00,39400000.00,-0.16,-0.99,15.96
15.00,21.00,27.00,41.00,47.00,20.00,30200000.00,-0.09,-1.00,15.97
1.00,2.00,15.00,17.00,49.00,35.00,20000000.00,-0.04,-1.00,15.98
24.00,38.00,39.00,46.00,47.00,26.00,15000000.00,0.03,-1.00,15.99
9.00,11.00,13.00,24.00,43.00,18.00,105800000.00,0.08,-1.00,15.99
14.00,15.00,27.00,43.00,53.00,28.00,91400000.00,0.15,-0.99,16.01
23.00,31.00,32.00,37.00,55.00,35.00,76800000.00,0.20,-0.98,16.01
4.00,8.00,32.00,47.00,51.00,27.00,65800000.00,0.26,-0.96,16.02
10.00,13.00,28.00,30.00,47.00,26.00,54800000.00,0.31,-0.95,16.03
7.00,10.00,25.00,32.00,41.00,22.00,45000000.00,0.38,-0.93,16.04
5.00,9.00,14.00,45.00,48.00,28.00,33700000.00,0.43,-0.91,16.05
2.00,22.00,32.00,36.00,47.00,36.00,25100000.00,0.49,-0.87,16.06
7.00,23.00,35.00,54.00,55.00,28.00,20000000.00,0.53,-0.85,16.07
1.00,5.00,21.00,46.00,51.00,29.00,15000000.00,0.59,-0.81,16.08
3.00,11.00,24.00,36.00,38.00,6.00,62800000.00,0.63,-0.78,16.09
3.00,19.00,21.00,26.00,45.00,2.00,53300000.00,0.68,-0.73,16.10
6.00,7.00,16.00,34.00,42.00,23.00,43100000.00,0.72,-0.70,16.11
30.00,44.00,46.00,51.00,53.00,25.00,34400000.00,0.76,-0.65,16.12
2.00,13.00,30.00,44.00,52.00,40.00,25400000.00,0.80,-0.61,16.13
13.00,21.00,29.00,40.00,50.00,6.00,20000000.00,0.84,-0.55,16.14
1.00,8.00,35.00,40.00,47.00,9.00,15000000.00,0.86,-0.50,16.15
16.00,22.00,43.00,46.00,49.00,10.00,67000000.00,0.90,-0.44,16.16
12.00,13.00,14.00,17.00,53.00,11.00,56800000.00,0.92,-0.40,16.17
22.00,26.00,28.00,33.00,45.00,17.00,47100000.00,0.94,-0.33,16.18
6.00,10.00,12.00,13.00,24.00,19.00,36500000.00,0.96,-0.28,16.19
12.00,21.00,36.00,38.00,49.00,18.00,27500000.00,0.98,-0.22,16.20
6.00,15.00,38.00,42.00,51.00,18.00,20000000.00,0.99,-0.17,16.20
2.00,28.00,31.00,54.00,55.00,23.00,15000000.00,1.00,-0.10,16.22
19.00,30.00,39.00,40.00,53.00,16.00,15000000.00,1.00,-0.05,16.22
2.00,5.00,16.00,36.00,40.00,36.00,40700000.00,1.00,0.02,16.23
6.00,20.00,35.00,37.00,47.00,1.00,30100000.00,1.00,0.07,16.24
10.00,38.00,40.00,48.00,53.00,3.00,20400000.00,0.99,0.14,16.25
16.00,24.00,38.00,53.00,54.00,5.00,15000000.00,0.98,0.19,16.26
7.00,17.00,44.00,47.00,54.00,3.00,182700000.00,0.97,0.26,16.27
4.00,27.00,30.00,39.00,44.00,18.00,161400000.00,0.95,0.31,16.28
14.00,18.00,34.00,42.00,43.00,32.00,142300000.00,0.93,0.37,16.29
13.00,16.00,18.00,19.00,46.00,36.00,123500000.00,0.91,0.42,16.30
1.00,5.00,16.00,22.00,48.00,6.00,106400000.00,0.88,0.48,16.31
13.00,20.00,41.00,42.00,53.00,2.00,91500000.00,0.85,0.53,16.32
36.00,38.00,42.00,54.00,55.00,24.00,79100000.00,0.81,0.58,16.33
2.00,8.00,22.00,29.00,37.00,3.00,67700000.00,0.78,0.63,16.34
1.00,15.00,35.00,37.00,45.00,32.00,57000000.00,0.74,0.68,16.35
3.00,26.00,30.00,54.00,55.00,15.00,46700000.00,0.70,0.71,16.36
2.00,11.00,16.00,41.00,42.00,16.00,37400000.00,0.65,0.76,16.37
4.00,22.00,28.00,37.00,52.00,10.00,27400000.00,0.61,0.79,16.38
12.00,13.00,20.00,33.00,42.00,37.00,20000000.00,0.55,0.83,16.39
2.00,15.00,25.00,42.00,48.00,14.00,15000000.00,0.51,0.86,16.40
10.00,19.00,26.00,27.00,32.00,14.00,15000000.00,0.45,0.89,16.41
9.00,19.00,29.00,42.00,53.00,17.00,254000000.00,0.40,0.92,16.42
1.00,5.00,26.00,32.00,38.00,30.00,212300000.00,0.34,0.94,16.43
16.00,35.00,49.00,50.00,52.00,31.00,179100000.00,0.29,0.96,16.43
1.00,21.00,23.00,25.00,26.00,4.00,157000000.00,0.22,0.98,16.45
36.00,42.00,45.00,53.00,54.00,36.00,134800000.00,0.17,0.99,16.45
1.00,24.00,40.00,49.00,50.00,38.00,117700000.00,0.10,0.99,16.46
10.00,12.00,24.00,35.00,55.00,31.00,102100000.00,0.05,1.00,16.47
7.00,8.00,11.00,17.00,53.00,36.00,81900000.00,0.00,1.00,16.48
12.00,15.00,26.00,31.00,43.00,10.00,72300000.00,-0.07,1.00,16.49
2.00,17.00,22.00,32.00,41.00,8.00,64000000.00,-0.12,0.99,16.50
3.00,14.00,19.00,32.00,54.00,24.00,54700000.00,-0.19,0.98,16.51
7.00,11.00,18.00,24.00,30.00,26.00,50600000.00,-0.24,0.97,16.52
14.00,26.00,28.00,31.00,40.00,13.00,43000000.00,-0.30,0.95,16.53
6.00,15.00,24.00,37.00,41.00,37.00,35000000.00,-0.35,0.94,16.54
9.00,35.00,39.00,43.00,53.00,10.00,30000000.00,-0.42,0.91,16.55
16.00,17.00,21.00,25.00,55.00,3.00,25000000.00,-0.46,0.89,16.56
5.00,33.00,36.00,39.00,55.00,21.00,20000000.00,-0.52,0.85,16.57
11.00,26.00,31.00,34.00,52.00,14.00,15000000.00,-0.57,0.82,16.58
17.00,19.00,26.00,32.00,45.00,14.00,57600000.00,-0.62,0.78,16.59
8.00,13.00,38.00,39.00,45.00,31.00,51300000.00,-0.66,0.75,16.60
3.00,7.00,8.00,12.00,44.00,37.00,42400000.00,-0.71,0.70,16.61
1.00,18.00,25.00,29.00,45.00,2.00,33000000.00,-0.75,0.67,16.62
2.00,4.00,21.00,36.00,40.00,41.00,25000000.00,-0.79,0.61,16.63
4.00,8.00,18.00,33.00,36.00,32.00,20000000.00,-0.82,0.57,16.64
4.00,6.00,26.00,40.00,41.00,15.00,15000000.00,-0.86,0.51,16.64
20.00,30.00,37.00,50.00,52.00,33.00,58600000.00,-0.88,0.47,16.66
1.00,3.00,14.00,38.00,48.00,2.00,49700000.00,-0.91,0.41,16.66
10.00,17.00,33.00,51.00,52.00,5.00,42200000.00,-0.93,0.36,16.67
10.00,14.00,32.00,40.00,49.00,15.00,33600000.00,-0.96,0.30,16.68
3.00,13.00,32.00,38.00,48.00,13.00,25000000.00,-0.97,0.25,16.69
3.00,7.00,17.00,39.00,47.00,9.00,20000000.00,-0.98,0.18,16.70
2.00,12.00,17.00,48.00,54.00,2.00,15000000.00,-0.99,0.13,16.71
1.00,4.00,26.00,32.00,39.00,18.00,20000000.00,-1.00,0.06,16.72
8.00,9.00,39.00,43.00,55.00,26.00,15000000.00,-1.00,0.01,16.73
13.00,24.00,29.00,40.00,52.00,29.00,206000000.00,-1.00,-0.06,16.74
5.00,13.00,21.00,32.00,36.00,33.00,177200000.00,-0.99,-0.11,16.75
6.00,28.00,30.00,40.00,47.00,24.00,156700000.00,-0.98,-0.18,16.76
12.00,23.00,26.00,32.00,44.00,20.00,136600000.00,-0.97,-0.23,16.77
7.00,17.00,29.00,43.00,51.00,38.00,120600000.00,-0.96,-0.30,16.78
14.00,15.00,28.00,37.00,53.00,18.00,105000000.00,-0.94,-0.34,16.79
17.00,25.00,26.00,49.00,54.00,11.00,91500000.00,-0.91,-0.41,16.80
38.00,40.00,46.00,49.00,50.00,34.00,80700000.00,-0.89,-0.45,16.81
2.00,14.00,15.00,32.00,47.00,36.00,70900000.00,-0.86,-0.51,16.82
13.00,31.00,36.00,48.00,49.00,11.00,61900000.00,-0.83,-0.56,16.83
18.00,24.00,33.00,47.00,48.00,23.00,52800000.00,-0.79,-0.61,16.84
15.00,16.00,24.00,35.00,47.00,26.00,43200000.00,-0.76,-0.65,16.85
5.00,34.00,40.00,43.00,52.00,20.00,34700000.00,-0.71,-0.70,16.86
5.00,10.00,19.00,23.00,31.00,26.00,25600000.00,-0.67,-0.74,16.87
32.00,40.00,43.00,49.00,53.00,21.00,20000000.00,-0.62,-0.78,16.87
5.00,24.00,36.00,37.00,51.00,19.00,15000000.00,-0.58,-0.82,16.89
2.00,5.00,28.00,33.00,54.00,30.00,86300000.00,-0.52,-0.85,16.89
3.00,25.00,45.00,51.00,55.00,13.00,75400000.00,-0.48,-0.88,16.90
12.00,13.00,21.00,51.00,55.00,18.00,64900000.00,-0.42,-0.91,16.91
11.00,14.00,35.00,41.00,52.00,2.00,54100000.00,-0.37,-0.93,16.92
6.00,28.00,46.00,53.00,55.00,2.00,44700000.00,-0.30,-0.95,16.93
3.00,15.00,23.00,29.00,42.00,17.00,33800000.00,-0.25,-0.97,16.94
2.00,12.00,20.00,22.00,50.00,17.00,25300000.00,-0.19,-0.98,16.95
5.00,7.00,31.00,49.00,53.00,14.00,20000000.00,-0.14,-0.99,16.96
1.00,24.00,34.00,47.00,48.00,18.00,15000000.00,-0.07,-1.00,16.97
4.00,33.00,46.00,48.00,52.00,17.00,84900000.00,-0.02,-1.00,16.98
14.00,26.00,32.00,34.00,44.00,6.00,73800000.00,0.05,-1.00,16.99
14.00,21.00,25.00,45.00,53.00,9.00,64200000.00,0.10,-0.99,17.00
7.00,8.00,9.00,31.00,50.00,31.00,54100000.00,0.17,-0.99,17.01
9.00,12.00,31.00,39.00,52.00,32.00,43400000.00,0.22,-0.98,17.02
9.00,11.00,20.00,31.00,50.00,14.00,34200000.00,0.29,-0.96,17.03
7.00,18.00,21.00,28.00,49.00,1.00,25000000.00,0.34,-0.94,17.04
12.00,26.00,34.00,44.00,48.00,9.00,20000000.00,0.40,-0.92,17.05
5.00,18.00,20.00,40.00,52.00,3.00,15000000.00,0.45,-0.89,17.06
3.00,9.00,14.00,17.00,25.00,8.00,34100000.00,0.51,-0.86,17.07
10.00,18.00,22.00,37.00,45.00,9.00,25000000.00,0.55,-0.83,17.08
33.00,40.00,41.00,51.00,52.00,6.00,20000000.00,0.61,-0.79,17.08
7.00,16.00,21.00,33.00,42.00,25.00,15000000.00,0.65,-0.76,17.10
12.00,14.00,15.00,21.00,43.00,30.00,35300000.00,0.70,-0.72,17.10
19.00,21.00,29.00,32.00,46.00,32.00,25700000.00,0.73,-0.68,17.12
7.00,18.00,30.00,41.00,45.00,6.00,20000000.00,0.78,-0.63,17.12
9.00,25.00,26.00,28.00,42.00,26.00,15000000.00,0.81,-0.59,17.13
2.00,28.00,36.00,42.00,46.00,40.00,180100000.00,0.85,-0.53,17.14
1.00,17.00,25.00,43.00,51.00,38.00,160600000.00,0.87,-0.49,17.15
7.00,12.00,17.00,27.00,45.00,24.00,143200000.00,0.91,-0.42,17.16
11.00,20.00,21.00,22.00,39.00,1.00,126400000.00,0.93,-0.38,17.17
13.00,19.00,24.00,33.00,39.00,8.00,111400000.00,0.95,-0.31,17.18
11.00,16.00,18.00,21.00,51.00,16.00,92000000.00,0.96,-0.26,17.19
11.00,29.00,48.00,52.00,55.00,36.00,80200000.00,0.98,-0.20,17.20
3.00,13.00,19.00,32.00,46.00,18.00,68800000.00,0.99,-0.15,17.21
12.00,27.00,30.00,37.00,47.00,26.00,58400000.00,1.00,-0.08,17.22
1.00,34.00,37.00,44.00,55.00,33.00,47300000.00,1.00,-0.03,17.23
18.00,20.00,25.00,31.00,36.00,7.00,37800000.00,1.00,0.04,17.24
9.00,12.00,20.00,37.00,49.00,17.00,27200000.00,1.00,0.09,17.25
7.00,25.00,28.00,46.00,48.00,19.00,20000000.00,0.99,0.16,17.26
6.00,8.00,29.00,41.00,49.00,42.00,15000000.00,0.98,0.21,17.27
6.00,22.00,42.00,43.00,47.00,16.00,276300000.00,0.96,0.28,17.28
12.00,19.00,30.00,34.00,36.00,8.00,238600000.00,0.94,0.33,17.29
17.00,29.00,31.00,34.00,49.00,16.00,204700000.00,0.92,0.39,17.30
10.00,15.00,16.00,23.00,31.00,5.00,175200000.00,0.90,0.44,17.31
2.00,19.00,21.00,31.00,55.00,19.00,153300000.00,0.87,0.50,17.32
20.00,24.00,37.00,48.00,53.00,11.00,135100000.00,0.84,0.54,17.33
8.00,13.00,23.00,29.00,47.00,32.00,117800000.00,0.80,0.60,17.33
9.00,12.00,20.00,22.00,36.00,31.00,103500000.00,0.77,0.64,17.35
3.00,4.00,8.00,20.00,49.00,18.00,89000000.00,0.72,0.69,17.35
13.00,19.00,32.00,38.00,51.00,30.00,74700000.00,0.69,0.73,17.36
4.00,23.00,24.00,30.00,43.00,28.00,64600000.00,0.63,0.77,17.37
3.00,5.00,12.00,42.00,43.00,5.00,53000000.00,0.59,0.80,17.38
14.00,16.00,25.00,26.00,44.00,30.00,43800000.00,0.54,0.84,17.39
2.00,17.00,41.00,54.00,55.00,17.00,34000000.00,0.49,0.87,17.40
11.00,35.00,39.00,53.00,54.00,24.00,25700000.00,0.43,0.90,17.41
4.00,16.00,35.00,47.00,48.00,39.00,20000000.00,0.38,0.92,17.42
20.00,23.00,25.00,27.00,28.00,2.00,15000000.00,0.32,0.95,17.43
9.00,18.00,19.00,38.00,47.00,11.00,97000000.00,0.27,0.96,17.44
23.00,39.00,43.00,47.00,53.00,14.00,84600000.00,0.20,0.98,17.45
2.00,13.00,20.00,21.00,23.00,24.00,72900000.00,0.15,0.99,17.46
4.00,11.00,16.00,33.00,40.00,9.00,62500000.00,0.09,1.00,17.47
2.00,11.00,31.00,34.00,48.00,5.00,52700000.00,0.03,1.00,17.48
5.00,14.00,38.00,39.00,52.00,6.00,20000000.00,-0.02,1.00,17.49
32.00,36.00,37.00,41.00,53.00,30.00,128600000.00,-0.09,1.00,17.50
8.00,32.00,49.00,51.00,52.00,23.00,110000000.00,-0.14,0.99,17.51
17.00,24.00,39.00,41.00,47.00,21.00,92900000.00,-0.21,0.98,17.52
13.00,23.00,25.00,35.00,43.00,15.00,79300000.00,-0.26,0.97,17.53
12.00,13.00,14.00,35.00,41.00,29.00,66800000.00,-0.32,0.95,17.54
1.00,5.00,12.00,13.00,58.00,21.00,53400000.00,-0.37,0.93,17.55
27.00,39.00,41.00,44.00,58.00,17.00,42500000.00,-0.43,0.90,17.56
14.00,34.00,37.00,46.00,55.00,37.00,30500000.00,-0.48,0.88,17.56
26.00,27.00,28.00,46.00,50.00,21.00,25000000.00,-0.54,0.84,17.58
4.00,13.00,18.00,49.00,59.00,5.00,20000000.00,-0.58,0.81,17.58
7.00,26.00,36.00,49.00,58.00,4.00,32800000.00,-0.64,0.77,17.59
32.00,42.00,50.00,58.00,59.00,31.00,25000000.00,-0.67,0.74,17.60
19.00,30.00,32.00,48.00,57.00,14.00,20000000.00,-0.72,0.69,17.61
8.00,12.00,14.00,22.00,29.00,22.00,96600000.00,-0.76,0.65,17.62
7.00,32.00,37.00,46.00,50.00,26.00,82600000.00,-0.80,0.60,17.63
10.00,11.00,14.00,45.00,51.00,17.00,67700000.00,-0.83,0.56,17.64
2.00,19.00,26.00,41.00,54.00,23.00,55300000.00,-0.87,0.50,17.65
3.00,11.00,26.00,46.00,51.00,23.00,41900000.00,-0.89,0.45,17.66
14.00,22.00,38.00,49.00,59.00,16.00,31600000.00,-0.92,0.39,17.67
6.00,16.00,34.00,45.00,51.00,4.00,25000000.00,-0.94,0.34,17.68
5.00,16.00,25.00,30.00,49.00,39.00,20000000.00,-0.96,0.28,17.69
5.00,15.00,25.00,30.00,40.00,6.00,31400000.00,-0.97,0.23,17.70
13.00,32.00,45.00,49.00,50.00,30.00,25000000.00,-0.99,0.16,17.71
2.00,20.00,21.00,38.00,50.00,22.00,20000000.00,-0.99,0.11,17.72
12.00,24.00,48.00,50.00,57.00,22.00,189000000.00,-1.00,0.04,17.73
41.00,42.00,52.00,54.00,57.00,30.00,171500000.00,-1.00,-0.01,17.74
18.00,20.00,34.00,36.00,39.00,19.00,150800000.00,-1.00,-0.08,17.75
7.00,8.00,20.00,25.00,29.00,11.00,131700000.00,-0.99,-0.13,17.76
5.00,24.00,25.00,30.00,49.00,23.00,114400000.00,-0.98,-0.20,17.77
17.00,37.00,40.00,51.00,56.00,25.00,96100000.00,-0.97,-0.25,17.78
13.00,28.00,38.00,41.00,56.00,25.00,82200000.00,-0.95,-0.32,17.79
4.00,16.00,18.00,51.00,53.00,23.00,68900000.00,-0.93,-0.37,17.79
9.00,16.00,27.00,35.00,57.00,29.00,57100000.00,-0.90,-0.43,17.81
18.00,23.00,36.00,47.00,59.00,36.00,45500000.00,-0.88,-0.47,17.81
1.00,20.00,37.00,52.00,53.00,33.00,34500000.00,-0.85,-0.53,17.82
1.00,21.00,23.00,30.00,43.00,11.00,25000000.00,-0.82,-0.58,17.83
3.00,6.00,20.00,32.00,51.00,23.00,20000000.00,-0.77,-0.63,17.84
14.00,24.00,31.00,43.00,51.00,27.00,259900000.00,-0.74,-0.67,17.85
14.00,15.00,26.00,32.00,36.00,12.00,217600000.00,-0.69,-0.72,17.86
10.00,25.00,32.00,34.00,47.00,5.00,188600000.00,-0.66,-0.76,17.87
4.00,33.00,37.00,45.00,50.00,11.00,164200000.00,-0.60,-0.80,17.88
25.00,34.00,41.00,46.00,49.00,29.00,140800000.00,-0.56,-0.83,17.89
5.00,37.00,39.00,46.00,53.00,8.00,122100000.00,-0.50,-0.87,17.90
2.00,5.00,38.00,43.00,59.00,8.00,104600000.00,-0.46,-0.89,17.91
5.00,17.00,33.00,46.00,52.00,9.00,89000000.00,-0.39,-0.92,17.92
4.00,6.00,16.00,22.00,32.00,11.00,75100000.00,-0.35,-0.94,17.93
4.00,21.00,26.00,28.00,47.00,37.00,63300000.00,-0.28,-0.96,17.94
26.00,50.00,51.00,52.00,57.00,37.00,49900000.00,-0.23,-0.97,17.95
1.00,4.00,20.00,39.00,42.00,2.00,39600000.00,-0.16,-0.99,17.96
19.00,42.00,50.00,53.00,56.00,39.00,30000000.00,-0.11,-0.99,17.97
4.00,9.00,22.00,41.00,44.00,14.00,25000000.00,-0.04,-1.00,17.98
9.00,32.00,38.00,52.00,53.00,15.00,20000000.00,0.01,-1.00,17.99
18.00,22.00,26.00,39.00,48.00,17.00,25000000.00,0.08,-1.00,18.00
16.00,18.00,24.00,51.00,53.00,16.00,20000000.00,0.13,-0.99,18.01
3.00,11.00,18.00,22.00,28.00,33.00,88100000.00,0.20,-0.98,18.02
5.00,9.00,37.00,42.00,53.00,27.00,73100000.00,0.25,-0.97,18.02
13.00,16.00,20.00,35.00,41.00,6.00,60100000.00,0.31,-0.95,18.04
15.00,26.00,27.00,42.00,58.00,37.00,47200000.00,0.36,-0.93,18.04
10.00,18.00,23.00,30.00,45.00,2.00,35300000.00,0.43,-0.91,18.05
16.00,20.00,22.00,32.00,37.00,9.00,25000000.00,0.47,-0.88,18.06
